source_file,puzzle_file,puzzle_name,difficulty,algorithm,solved,solution_length,states_explored,max_memory_kb,time_seconds
results/medium_15_Astar_20260411_202043.txt,puzzles/medium/medium_15.txt,medium_15.txt,Medium,A*,True,19,20,96.4765625,0.0088795949999394
results/easy_9_Greedy_20260411_183911.txt,puzzles/easy/easy_9.txt,easy_9.txt,Easy,Greedy,True,7,8,10.71875,0.004185049998341128
results/hard_10_DFS_20260411_210520.txt,puzzles/hard/hard_10.txt,hard_10.txt,Hard,DFS,True,106,107,737.8828125,0.021772859999998673
results/easy_13_Greedy_20260411_180732.txt,puzzles/easy/easy_13.txt,easy_13.txt,Easy,Greedy,True,15,16,20.5546875,0.00539563198981341
results/easy_9_UCS_20260411_183841.txt,puzzles/easy/easy_9.txt,easy_9.txt,Easy,UCS,True,7,866,647.390625,0.09037875500507653
results/hard_13_Astar_20260411_214652.txt,puzzles/hard/hard_13.txt,hard_13.txt,Hard,A*,True,28,29,190.65625,0.017295442999966326
results/easy_15_WAstar_W_1_5_20260411_184500.txt,puzzles/easy/easy_15.txt,easy_15.txt,Easy,WA* (W=1.5),True,7,8,11.5,0.004647159003070556
results/easy_18_DFS_20260411_182854.txt,puzzles/easy/easy_18.txt,easy_18.txt,Easy,DFS,True,66,67,188.453125,0.009758150990819559
results/hard_20_WAstar_W_1_5_20260411_205555.txt,puzzles/hard/hard_20.txt,hard_20.txt,Hard,WA* (W=1.5),True,44,45,296.6171875,0.03897144499978822
results/easy_2_Astar_20260411_180355.txt,puzzles/easy/easy_2.txt,easy_2.txt,Easy,A*,True,3,4,5.0546875,0.000581514002988115
results/easy_7_UCS_20260411_182312.txt,puzzles/easy/easy_7.txt,easy_7.txt,Easy,UCS,True,10,3527,1803.6953125,0.39785071898950264
results/medium_23_Astar_20260411_203559.txt,puzzles/medium/medium_23.txt,medium_23.txt,Medium,A*,True,13,14,39.109375,0.01231791100008195
results/hard_19_DFS_20260411_214314.txt,puzzles/hard/hard_19.txt,hard_19.txt,Hard,DFS,True,108,109,398.9765625,0.013838157000009232
results/easy_21_Astar_20260411_184722.txt,puzzles/easy/easy_21.txt,easy_21.txt,Easy,A*,True,11,36,32.5078125,0.01248744799522683
results/easy_12_WAstar_W_1_5_20260409_211610.txt,puzzles/easy/easy_12.txt,easy_12.txt,Easy,WA* (W=1.5),True,9,10,25.296875,0.0026544919999764716
results/medium_18_WAstar_W_1_5_20260411_203933.txt,puzzles/medium/medium_18.txt,medium_18.txt,Medium,WA* (W=1.5),True,19,20,63.09375,0.011965056999997614
results/medium_13_Greedy_20260411_204302.txt,puzzles/medium/medium_13.txt,medium_13.txt,Medium,Greedy,True,16,17,37.0859375,0.007323339000095075
results/easy_7_Astar_20260411_182407.txt,puzzles/easy/easy_7.txt,easy_7.txt,Easy,A*,True,11,35,37.4140625,0.012214462010888383
results/hard_24_Astar_20260411_215848.txt,puzzles/hard/hard_24.txt,hard_24.txt,Hard,A*,True,71,72,1396.8125,0.05995120599982329
results/medium_18_DFS_20260411_203659.txt,puzzles/medium/medium_18.txt,medium_18.txt,Medium,DFS,True,84,85,294.765625,0.033970734999911656
results/medium_21_Greedy_20260411_200137.txt,puzzles/medium/medium_21.txt,medium_21.txt,Medium,Greedy,True,29,30,148.5,0.030461501999525353
results/hard_18_DFS_20260411_222118.txt,puzzles/hard/hard_18.txt,hard_18.txt,Hard,DFS,True,109,110,636.640625,0.016683091000231798
results/hard_13_DFS_20260411_214809.txt,puzzles/hard/hard_13.txt,hard_13.txt,Hard,DFS,True,180,181,1098.734375,0.028388233000441687
results/easy_12_BFS_20260409_211352.txt,puzzles/easy/easy_12.txt,easy_12.txt,Easy,BFS,True,9,1578,1874.9296875,0.12595121100000028
results/easy_22_DFS_20260411_181149.txt,puzzles/easy/easy_22.txt,easy_22.txt,Easy,DFS,True,171,172,736.4609375,0.03240450899465941
results/easy_12_Greedy_20260409_211544.txt,puzzles/easy/easy_12.txt,easy_12.txt,Easy,Greedy,True,9,10,25.46875,0.0019504910000023301
results/medium_2_Greedy_20260411_204748.txt,puzzles/medium/medium_2.txt,medium_2.txt,Medium,Greedy,True,13,14,24.4765625,0.008638458999939758
results/easy_13_UCS_20260411_180714.txt,puzzles/easy/easy_13.txt,easy_13.txt,Easy,UCS,True,13,15483,10105.7734375,1.059834914005478
results/medium_13_BFS_20260411_204050.txt,puzzles/medium/medium_13.txt,medium_13.txt,Medium,BFS,True,16,30111,34903.8359375,5.595566768000026
